P_SWITCH_YEAR,P_PFPR,P_TACT,P_TC,FREQ_580Y_2032,PFPR_2032,TFR_10Y
2022,0.1,1,0.5,0,0.00328218,15.24197572
2022,0.1,1,0.5,0.0139665,0.00549116,15.73017478
2022,0.1,1,0.5,0.1896552,0.000848204,15.54174453
2022,0.1,1,0.5,0.00934578,0.004758,14.990146
2022,0.1,1,0.5,0.0273973,0.00276795,15.58805851
2022,0.1,1,0.5,0.89344309,0.0158833,17.11129336
2022,0.1,1,0.5,0.00887574,0.00545632,15.23909223
2022,0.1,1,0.5,0,0.00549577,15.07306889
2022,0.1,1,0.5,0,0.00247342,14.62729978
2022,0.1,1,0.5,0.01612907,0.00715992,15.27034828
2022,0.1,1,0.5,0,0.00324574,15.70813943
2022,0.1,1,0.5,0.07727271,0.00339477,15.61161097
2022,0.1,1,0.5,0.00757576,0.00210178,15.76277589
2022,0.1,1,0.5,0.00947868,0.00328731,15.69435637
2022,0.1,1,0.5,0.0148148,0.00195525,16.10110245
2022,0.1,1,0.5,0,0.00589076,15.10107449
2022,0.1,1,0.5,0.01036269,0.00490463,15.57905519
2022,0.1,1,0.5,0.0076923,0.00627357,16.04640131
2022,0.1,1,0.5,0.00595238,0.00306068,15.276989
2022,0.1,1,0.5,0.00716846,0.00515738,15.33102553
2022,0.1,1,0.5,0.0567376,0.00228442,15.24686885
2022,0.1,1,0.5,0.00505051,0.00317281,15.70845622
2022,0.1,1,0.5,0,0.00822049,15.23813073
2022,0.1,1,0.5,0.41208751,0.00261917,15.99095119
2022,0.1,1,0.5,0,0.00535781,15.24452804
2022,0.1,1,0.5,0,0.0042111,15.75777308
2022,0.1,1,0.5,0.007722,0.00353974,15.76129164
2022,0.1,1,0.5,0.010989,0.00125495,15.62398703
2022,0.1,1,0.5,0,0.0020267,15.29034026
2022,0.1,1,0.5,0.00285714,0.011765,15.25839937
2022,0.1,1,0.5,0.00225734,0.00733699,15.35843176
2022,0.1,1,0.5,0.00398406,0.00431196,15.33393097
2022,0.1,1,0.5,0,0.00501981,15.22430725
2022,0.1,1,0.5,0.01805055,0.0101899,15.05680934
2022,0.1,1,0.5,0.00869566,0.00408881,15.42465301
2022,0.1,1,0.5,0.14900626,0.00542936,15.34532792
2022,0.1,1,0.5,0,0.00184448,16.11877663
2022,0.1,1,0.5,0,0.00143822,15.50447563
2022,0.1,1,0.5,0.0435897,0.0059292,15.29808774
2022,0.1,1,0.5,0.00568182,0.00295622,14.83787538
2022,0.1,1,0.5,0.0967741,0.00151406,15.69092021
2022,0.1,1,0.5,0.00200803,0.00971204,15.25958713
2022,0.1,1,0.5,0.00970874,0.002652,15.06294088
2022,0.1,1,0.5,0.05466236,0.00456961,15.3660439
2022,0.1,1,0.5,0.00507614,0.00321103,15.38033019
2022,0.1,1,0.5,0.01486988,0.00394544,15.54034311
2022,0.1,1,0.5,0.03888886,0.00239628,15.39576164
2022,0.1,1,0.5,0.00268097,0.0060749,15.85725147
2022,0.1,1,0.5,0.01977398,0.00623355,15.25417255
2022,0.1,1,0.5,0.01428572,0.00195652,15.35889531
2022,0.1,1,0.5,0.00898203,0.00572426,15.16744383
2022,0.1,1,0.5,0,0.00346539,15.60663993
2022,0.1,1,0.5,0.00831025,0.00597155,15.08105802
2022,0.1,1,0.5,0,0.00711002,14.85389258
2022,0.1,1,0.5,0.00260417,0.00641794,15.60470588
2022,0.1,1,0.5,0.00684932,0.00498649,15.22024984
2022,0.1,1,0.5,0.00170358,0.0110584,14.82386129
2022,0.1,1,0.5,0.00692042,0.00472425,15.07126809
2022,0.1,1,0.5,0,0.00542295,15.49738631
2022,0.1,1,0.5,0.00980392,0.00188109,14.80176568
2022,0.1,1,0.5,0,0.00457641,15.50439117
2022,0.1,1,0.5,0.02152645,0.00772816,15.13477315
2022,0.1,1,0.5,0.21212076,0.00206865,15.46701748
2022,0.1,1,0.5,0.0060423,0.00528218,15.22141897
2022,0.1,1,0.5,0,0.00117953,15.49944895
2023,0.1,1,0.5,0.09768906,0.0163349,15.69629961
2023,0.1,1,0.5,0,0.0103252,17.10197593
2023,0.1,1,0.5,0.00229358,0.00690703,15.44918557
2023,0.1,1,0.5,0.675153,0.0152256,20.88795839
2023,0.1,1,0.5,0.03813559,0.00361091,17.00169354
2023,0.1,1,0.5,0.0373134,0.00494996,15.44746036
2023,0.1,1,0.5,0.00234192,0.00704432,16.83201728
2023,0.1,1,0.5,0.00849257,0.0068564,15.25353855
2023,0.1,1,0.5,0.0195122,0.00295538,16.02024193
2023,0.1,1,0.5,0.00534759,0.00321237,16.58554173
2023,0.1,1,0.5,0.00255102,0.00653437,16.3508392
2023,0.1,1,0.5,0.00766284,0.00372379,15.35097505
2023,0.1,1,0.5,0.00337838,0.00520017,16.42256903
2023,0.1,1,0.5,0.00186567,0.00875512,15.8131928
2023,0.1,1,0.5,0.00419288,0.00786272,15.41490744
2023,0.1,1,0.5,0.557592,0.0133371,21.60732917
2023,0.1,1,0.5,0.00161551,0.00973224,15.05028176
2023,0.1,1,0.5,0.00233645,0.00712394,15.98473536
2023,0.1,1,0.5,0,0.00272968,15.59576494
2023,0.1,1,0.5,0.15625,0.00169849,17.00068769
2023,0.1,1,0.5,0.0168776,0.00874329,16.90608461
2023,0.1,1,0.5,0,0.00354435,15.79839815
2023,0.1,1,0.5,0.00911853,0.00501438,16.11797732
2023,0.1,1,0.5,0,0.00476008,15.61979422
2023,0.1,1,0.5,0.00729927,0.00670762,15.67164179
2023,0.1,1,0.5,0,0.00545832,16.56498873
2023,0.1,1,0.5,0.00539084,0.00699,17.33715228
2023,0.1,1,0.5,0,0.0102539,15.87906348
2023,0.1,1,0.5,0.83501022,0.00730823,19.69659193
2023,0.1,1,0.5,0,0.00457652,17.7702979
2023,0.1,1,0.5,0.00182815,0.00836741,16.02531547
2023,0.1,1,0.5,0.01215804,0.00583186,15.51989371
2023,0.1,1,0.5,0,0.00118211,15.73682377
2023,0.1,1,0.5,0.00578034,0.0050587,16.0815073
2023,0.1,1,0.5,0,0.000996165,17.31965174
2023,0.1,1,0.5,0.00283286,0.00474559,16.37349447
2023,0.1,1,0.5,0.00371747,0.00431636,15.19175455
2023,0.1,1,0.5,0.00806452,0.00147855,15.86830646
2023,0.1,1,0.5,0,0.0100097,16.27049745
2023,0.1,1,0.5,0.00588235,0.00273172,16.03428265
2023,0.1,1,0.5,0.02419356,0.00180852,15.66964286
2023,0.1,1,0.5,0.01410438,0.0113093,15.90873768
2023,0.1,1,0.5,0.002457,0.00634218,16.6467413
2023,0.1,1,0.5,0.5,0.00638767,18.88174779
2023,0.1,1,0.5,0.00729927,0.00999043,16.50776836
2023,0.1,1,0.5,0,0.00523821,15.95964728
2023,0.1,1,0.5,0.0054945,0.00899669,14.91928819
2023,0.1,1,0.5,0.01459854,0.00191825,15.76617139
2023,0.1,1,0.5,0.00584796,0.00548689,16.95459201
2023,0.1,1,0.5,0.0019305,0.00804773,15.38128093
2023,0.1,1,0.5,0.00462963,0.00338898,15.71662572
2023,0.1,1,0.5,0,0.000626595,16.94773227
2023,0.1,1,0.5,0,0.00321588,15.36734789
2023,0.1,1,0.5,0.59701454,0.0106203,20.67677542
2023,0.1,1,0.5,0.00364964,0.00811267,16.90949376
2023,0.1,1,0.5,0.00886917,0.00808244,15.56739862
2023,0.1,1,0.5,0.0038168,0.0081424,15.74292996
2023,0.1,1,0.5,0.17721524,0.0092647,17.70850605
2023,0.1,1,0.5,0.00552486,0.00305448,16.90585912
2023,0.1,1,0.5,0,0.00472289,15.64531335
2023,0.1,1,0.5,0.00297619,0.00505874,15.96418517
2023,0.1,1,0.5,0,0.00568583,16.16794345
2023,0.1,1,0.5,0.03676467,0.00427766,16.20610018
2023,0.1,1,0.5,0,0.00686216,15.25443308
2023,0.1,1,0.5,0.00324675,0.00538736,16.72958736
2023,0.1,1,0.5,0.00473934,0.00697046,16.48623884
2023,0.1,1,0.5,0.23476977,0.0119668,18.47307863
2023,0.1,1,0.5,0.0349162,0.0130533,16.49969686
2023,0.1,1,0.5,0.01538462,0.00246818,15.5396619
2023,0.1,1,0.5,0.00420168,0.00360926,15.32767798
2023,0.1,1,0.5,0.00277008,0.0132389,15.06706941
2023,0.1,1,0.5,0.3570523,0.0115079,19.15996809
2023,0.1,1,0.5,0.00185874,0.00748942,15.62987737
2023,0.1,1,0.5,0.1330169,0.00692868,16.74692033
2023,0.1,1,0.5,0.00164745,0.0102013,16.66969642
2023,0.1,1,0.5,0.00307692,0.00533689,15.2957172
2023,0.1,1,0.5,0,0.00888409,14.73227492
2023,0.1,1,0.5,0.0666667,0.00372625,16.79550955
2023,0.1,1,0.5,0.00421941,0.00350975,15.53522235
2023,0.1,1,0.5,0.04651166,0.00191842,16.29952635
2023,0.1,1,0.5,0.00787402,0.00427985,16.75621222
2023,0.1,1,0.5,0.13076931,0.00180519,16.0752731
2023,0.1,1,0.5,0,0.00250949,16.05299861
2023,0.1,1,0.5,0.00192678,0.00811209,15.80247898
2023,0.1,1,0.5,0.004,0.00464863,15.19716943
2023,0.1,1,0.5,0,0.00859367,15.57682534
2023,0.1,1,0.5,0.74427526,0.0125448,21.63070734
2023,0.1,1,0.5,0,0.0034307,16.02749844
2023,0.1,1,0.5,0.10204078,0.00243276,16.863711
2023,0.1,1,0.5,0,0.00616005,15.80303691
2023,0.1,1,0.5,0.00137174,0.0114831,15.34533074
2023,0.1,1,0.5,0.00381195,0.0128808,15.77808065
2023,0.1,1,0.5,0,0.00567231,15.91707839
2023,0.1,1,0.5,0.01973685,0.00254871,16.52909942
2023,0.1,1,0.5,0.00560224,0.00594022,16.77788004
2023,0.1,1,0.5,0.562284,0.0102049,15.39364992
2023,0.1,1,0.5,0.00190114,0.00925274,15.26190039
2023,0.1,1,0.5,0.0507042,0.00579651,17.68057451
2023,0.1,1,0.5,0.00244499,0.00671176,15.35752025
2023,0.1,1,0.5,0.00369004,0.00446331,16.21679983
2024,0.1,1,0.5,0.0116279,0.00118176,17.13304328
2024,0.1,1,0.5,0.890847896,0.0224828,28.37100546
2024,0.1,1,0.5,0.00265957,0.00641534,16.25638842
2024,0.1,1,0.5,0.0235294,0.00283995,16.459642
2024,0.1,1,0.5,0.01546392,0.00294962,17.87947815
2024,0.1,1,0.5,0.00146413,0.0116832,15.87011669
2024,0.1,1,0.5,0.00366972,0.0100309,16.08336847
2024,0.1,1,0.5,0.0119048,0.00103405,15.38923594
2024,0.1,1,0.5,0.54150979,0.00904025,21.30507976
2024,0.1,1,0.5,0.00403226,0.00421031,18.20359281
2024,0.1,1,0.5,0.013986,0.00512767,16.56104419
2024,0.1,1,0.5,0.00858369,0.00782283,17.39369099
2024,0.1,1,0.5,0.00398406,0.00358074,16.71140654
2024,0.1,1,0.5,0.00473934,0.0031351,16.49039055
2024,0.1,1,0.5,0.02272728,0.00265535,16.84431589
2024,0.1,1,0.5,0.846683879,0.0259013,29.36844706
2024,0.1,1,0.5,0,0.00125491,16.54106029
2024,0.1,1,0.5,0.01033059,0.00799805,15.95857797
2024,0.1,1,0.5,0.026178,0.00291183,16.36786337
2024,0.1,1,0.5,0.149068,0.00545964,15.7338363
2024,0.1,1,0.5,0,0.00682725,17.1253254
2024,0.1,1,0.5,0.00985222,0.0036135,16.43477528
2024,0.1,1,0.5,0.00193798,0.00828117,16.70801424
2024,0.1,1,0.5,0,0.00504459,16.14180652
2024,0.1,1,0.5,0,0.0113929,15.95414865
2024,0.1,1,0.5,0.02185786,0.00929231,15.77586835
2024,0.1,1,0.5,0.0115607,0.00608632,17.31393633
2024,0.1,1,0.5,0.00302115,0.00568856,16.32036576
2024,0.1,1,0.5,0,0.00320773,15.95817231
2024,0.1,1,0.5,0,0.00243204,16.38668229
2024,0.1,1,0.5,0,0.00180782,17.22700026
2024,0.1,1,0.5,0.03536344,0.00868534,15.13378611
2024,0.1,1,0.5,0.00441177,0.0107792,16.91202533
2024,0.1,1,0.5,0.00429185,0.00365438,17.90984598
2024,0.1,1,0.5,0.00664452,0.00467899,16.88555347
2024,0.1,1,0.5,0.00187617,0.00852526,16.76674232
2024,0.1,1,0.5,0.00397614,0.0074483,15.36143415
2024,0.1,1,0.5,0.00403226,0.00394335,15.90766407
2024,0.1,1,0.5,0.00507614,0.00601678,16.64441652
2024,0.1,1,0.5,0,0.00103249,17.47100387
2024,0.1,1,0.5,0.851571964,0.0285509,27.43556268
2024,0.1,1,0.5,0.00239808,0.00678813,16.40734402
2024,0.1,1,0.5,0.00555556,0.0063399,16.36844184
2024,0.1,1,0.5,0.00487804,0.0064854,16.27150324
2024,0.1,1,0.5,0,0.00435223,17.22640969
2024,0.1,1,0.5,0.00187617,0.00866904,17.58754864
2024,0.1,1,0.5,0.00671142,0.00692177,15.52178771
2024,0.1,1,0.5,0.00268817,0.00556874,16.01522843
2024,0.1,1,0.5,0.00995024,0.00594148,16.11830436
2024,0.1,1,0.5,0.00265252,0.00631502,15.93238626
2024,0.1,1,0.5,0.0050505,0.00646147,18.37120573
2024,0.1,1,0.5,0.00314465,0.00490871,15.83971107
2024,0.1,1,0.5,0.00156986,0.0100823,17.32115086
2024,0.1,1,0.5,0.00666667,0.00273424,16.81010464
2024,0.1,1,0.5,0.00497512,0.00660214,16.68338684
2024,0.1,1,0.5,0.0083799,0.00590002,15.63174946
2024,0.1,1,0.5,0.00162338,0.0107102,17.94547168
2024,0.1,1,0.5,0.00185185,0.00900346,15.94046373
2024,0.1,1,0.5,0.01107011,0.00379922,16.18023331
2024,0.1,1,0.5,0.02064218,0.00708109,15.80873854
2024,0.1,1,0.5,0.130435,0.00441943,17.84345417
2024,0.1,1,0.5,0.3353581,0.0138797,21.77192945
2024,0.1,1,0.5,0.02479334,0.0135761,16.71684732
2024,0.1,1,0.5,0,0.00645816,17.37156942
2024,0.1,1,0.5,0.03333332,0.00700711,16.77611418
2024,0.1,1,0.5,0.0225564,0.00424033,16.90258118
2024,0.1,1,0.5,0.00970874,0.00125466,17.09692746
2024,0.1,1,0.5,0.390029,0.010284,18.94708309
2024,0.1,1,0.5,0.00172712,0.00863204,17.00192525
2024,0.1,1,0.5,0.08764942,0.00431927,16.82796761
2024,0.1,1,0.5,0,0.0021762,16.98853349
2024,0.1,1,0.5,0.00487804,0.00661499,18.37538629
2024,0.1,1,0.5,0.00401606,0.00797035,16.41235442
2024,0.1,1,0.5,0,0.00679578,17.26712491
2024,0.1,1,0.5,0,0.00401397,16.19982674
2024,0.1,1,0.5,0.00978474,0.0076219,16.52358122
2024,0.1,1,0.5,0.00265252,0.00564398,17.29937683
2024,0.1,1,0.5,0.18473906,0.00417061,19.18506593
2024,0.1,1,0.5,0,0.00752809,16.46079945
2024,0.1,1,0.5,0.00294118,0.00542667,15.68700229
2024,0.1,1,0.5,0.00864552,0.00582905,16.97977312
2024,0.1,1,0.5,0.00315956,0.0107119,16.40632054
2024,0.1,1,0.5,0.00140056,0.0122201,16.41133539
2024,0.1,1,0.5,0.01020408,0.00328159,15.19869078
2024,0.1,1,0.5,0.00289855,0.00572393,16.40548316
2024,0.1,1,0.5,0.04776117,0.00537668,16.86036036
2024,0.1,1,0.5,0.00529101,0.00299254,16.94578484
2024,0.1,1,0.5,0.08888891,0.00210456,17.00642136
2024,0.1,1,0.5,0.02621722,0.0046881,17.19382472
2024,0.1,1,0.5,0.53763434,0.00261724,18.80353626
2024,0.1,1,0.5,0.11041,0.00528309,17.35668264
2024,0.1,1,0.5,0.00497512,0.00641121,16.2203755
2024,0.1,1,0.5,0.37075697,0.00571409,16.98065092
2024,0.1,1,0.5,0.00181488,0.00890993,18.13173734
2024,0.1,1,0.5,0.25000022,0.00254035,16.86072218
2024,0.1,1,0.5,0,0.00656423,16.60277594
2024,0.1,1,0.5,0.00131406,0.0133159,16.31678841
2024,0.1,1,0.5,0.00401606,0.00482475,15.86094944
2024,0.1,1,0.5,0.00348432,0.00486464,16.80848628
2024,0.1,1,0.5,0.00220264,0.00776474,15.93920358
2025,0.1,1,0.5,0.0265487,0.00442622,18.24835326
2025,0.1,1,0.5,0.0488599,0.00435423,16.50103131
2025,0.1,1,0.5,0.00923076,0.00579051,17.36480309
2025,0.1,1,0.5,0.0268657,0.00434745,16.7180071
2025,0.1,1,0.5,0.00666667,0.00206775,16.06671249
2025,0.1,1,0.5,0.999531162,0.0343481,32.84592393
2025,0.1,1,0.5,0.10555578,0.00611614,19.75230677
2025,0.1,1,0.5,0.00192678,0.00862484,17.88659984
2025,0.1,1,0.5,0.0052356,0.00306123,17.36207886
2025,0.1,1,0.5,0.00157978,0.00856017,19.02068846
2025,0.1,1,0.5,0.00453514,0.00644078,16.65555704
2025,0.1,1,0.5,0,0.0071217,16.9810373
2025,0.1,1,0.5,0.00684932,0.0034339,16.21144698
2025,0.1,1,0.5,0.00847458,0.00202491,16.71309192
2025,0.1,1,0.5,0.0013986,0.0114579,16.84742237
2025,0.1,1,0.5,0.0041841,0.00719959,15.97872418
2025,0.1,1,0.5,0.01304349,0.00394811,16.43901966
2025,0.1,1,0.5,0,0.0083381,16.77563452
2025,0.1,1,0.5,0.00692042,0.00452539,16.67316608
2025,0.1,1,0.5,0.00127226,0.0145154,19.54913538
2025,0.1,1,0.5,0.01069518,0.00298942,15.60184466
2025,0.1,1,0.5,0,0.0116954,17.08157335
2025,0.1,1,0.5,0.00194553,0.00861204,17.33057713
2025,0.1,1,0.5,0,0.000331109,18.70497807
2025,0.1,1,0.5,0.03,0.00132686,16.93741297
2025,0.1,1,0.5,0,0.00173296,17.02180173
2025,0.1,1,0.5,0.09417041,0.0043523,16.70187747
2025,0.1,1,0.5,0.0138169,0.00928441,17.75418561
2025,0.1,1,0.5,0.00458716,0.00335364,16.89677011
2025,0.1,1,0.5,0.010395,0.00860059,17.58284463
2025,0.1,1,0.5,0.28264782,0.00910904,18.6663776
2025,0.1,1,0.5,0.00194175,0.00919202,15.45604024
2025,0.1,1,0.5,0.00911854,0.00567757,18.62218636
2025,0.1,1,0.5,0.0111421,0.00601193,16.30284609
2025,0.1,1,0.5,0.00447428,0.00762168,15.65889054
2025,0.1,1,0.5,0.00852273,0.00593928,17.10806795
2025,0.1,1,0.5,0.03846156,0.00552966,17.88860234
2025,0.1,1,0.5,0.01520912,0.00372243,17.37160121
2025,0.1,1,0.5,0.0555556,0.0122082,15.78287726
2025,0.1,1,0.5,0.00417536,0.00825527,19.86545311
2025,0.1,1,0.5,0,0.0087358,17.28699056
2025,0.1,1,0.5,0.04570184,0.0140292,15.51397787
2025,0.1,1,0.5,0,0.0056402,17.22565355
2025,0.1,1,0.5,0.06398536,0.00799887,16.93363144
2025,0.1,1,0.5,0.00531914,0.00594253,17.13616689
2025,0.1,1,0.5,0,0.00357409,16.54993515
2025,0.1,1,0.5,0.0025974,0.00722927,16.89675062
2025,0.1,1,0.5,0,0.0103291,15.52153575
2025,0.1,1,0.5,0.00719424,0.00590844,16.23852228
2025,0.1,1,0.5,0,0.00195074,16.10381288
2025,0.1,1,0.5,0.935057034,0.0256654,30.0375649
2025,0.1,1,0.5,0.00804291,0.00649304,16.01586754
2025,0.1,1,0.5,0.33574518,0.0118547,19.44169563
2025,0.1,1,0.5,0.258741,0.00638473,18.3805719
2025,0.1,1,0.5,0,0.00871043,17.14454785
2025,0.1,1,0.5,0.04588608,0.0101736,18.62379621
2025,0.1,1,0.5,0,0.00792479,17.80005316
2025,0.1,1,0.5,0.07835047,0.00900179,16.79164623
2025,0.1,1,0.5,0,0.00992677,17.82299155
2025,0.1,1,0.5,0.00212314,0.0084293,15.48193059
2025,0.1,1,0.5,0.0083799,0.00631132,15.79558218
2025,0.1,1,0.5,0,0.00273388,16.5410732
2025,0.1,1,0.5,0,0.00339421,17.24613486
2025,0.1,1,0.5,0.00235018,0.0144997,16.84008486
2025,0.1,1,0.5,0.10019644,0.00840933,16.77203971
2025,0.1,1,0.5,0.709615,0.00858316,21.31808607
2025,0.1,1,0.5,0,0.0068918,17.67314702
2025,0.1,1,0.5,0.00296296,0.0107363,15.97846184
2025,0.1,1,0.5,0,0.0027294,16.65085389
2025,0.1,1,0.5,0,0.00202802,17.52440453
2025,0.1,1,0.5,0.00990099,0.00539109,18.0157135
2025,0.1,1,0.5,0.10000003,0.00593686,16.21250735
2025,0.1,1,0.5,0.5125289,0.0141205,22.94525393
2025,0.1,1,0.5,0.0126316,0.00806687,18.26634904
2025,0.1,1,0.5,0.00160514,0.0108463,15.40528919
2025,0.1,1,0.5,0,0.00639022,17.7890508
2025,0.1,1,0.5,0,0.0044574,15.98770852
2025,0.1,1,0.5,0,0.00607563,15.75816761
2025,0.1,1,0.5,0,0.00173519,16.05191583
2025,0.1,1,0.5,0.200647,0.00520575,16.21267211
2025,0.1,1,0.5,0.04090906,0.0077134,18.71040262
2025,0.1,1,0.5,0.00247525,0.00697493,17.47962047
2025,0.1,1,0.5,0.0041841,0.00781975,17.43636139
2025,0.1,1,0.5,0.380048,0.0134248,18.71145038
2025,0.1,1,0.5,0.00315456,0.0164319,16.94769263
2025,0.1,1,0.5,0,0.00258367,15.77390386
2025,0.1,1,0.5,0.00343643,0.0052682,17.71363894
2025,0.1,1,0.5,0.00268096,0.012403,15.65313755
2025,0.1,1,0.5,0.0031348,0.0100243,16.70357079
2025,0.1,1,0.5,0,0.0105752,16.73410922
2025,0.1,1,0.5,0.0060698,0.00992427,15.65769984
2025,0.1,1,0.5,0.2363638,0.00611954,16.83272658
2025,0.1,1,0.5,0.01538462,0.00228728,16.54284817
2025,0.1,1,0.5,0.00103306,0.0167092,17.07163968
2025,0.1,1,0.5,0.51162774,0.00692611,18.08828895
2025,0.1,1,0.5,0.03676468,0.00641208,19.05966628
2025,0.1,1,0.5,0.00193798,0.00807499,16.82819383
2025,0.1,1,0.5,0.00617284,0.00239596,16.18752449
2025,0.1,1,0.5,0.00248756,0.00600167,16.44726701
2025,0.1,1,0.5,0.00248138,0.0134324,17.11048454
2026,0.1,1,0.5,0.08416832,0.0081567,17.16326531
2026,0.1,1,0.5,0.32864463,0.0125684,20.13696132
2026,0.1,1,0.5,0.00168067,0.0088889,17.58684049
2026,0.1,1,0.5,0.0014881,0.0105198,17.58015974
2026,0.1,1,0.5,0,0.00682375,16.16105562
2026,0.1,1,0.5,0,0.00114457,17.30698866
2026,0.1,1,0.5,0.02106965,0.0104332,18.36369659
2026,0.1,1,0.5,0.4601574,0.0127272,18.67747694
2026,0.1,1,0.5,0.23441703,0.0118795,17.42431062
2026,0.1,1,0.5,0.00548445,0.00940956,19.41319909
2026,0.1,1,0.5,0.00178253,0.00935651,17.24913754
2026,0.1,1,0.5,0.00169492,0.0112474,15.75838814
2026,0.1,1,0.5,0.01863358,0.00497083,17.14971317
2026,0.1,1,0.5,0,0.0168799,17.91901981
2026,0.1,1,0.5,0.00224719,0.00715284,18.74623811
2026,0.1,1,0.5,0,0.00598819,15.59188013
2026,0.1,1,0.5,0,0.00424096,17.76246692
2026,0.1,1,0.5,0.09986319,0.0123289,18.58255556
2026,0.1,1,0.5,0.00428266,0.00716767,18.92152302
2026,0.1,1,0.5,0.00260078,0.0124655,15.76451349
2026,0.1,1,0.5,0.00453172,0.0103033,15.90454135
2026,0.1,1,0.5,0.00630252,0.00816653,16.40108822
2026,0.1,1,0.5,0,0.0114604,17.16080252
2026,0.1,1,0.5,0.59367378,0.00557411,17.27615326
2026,0.1,1,0.5,0.12927782,0.00930555,16.98068046
2026,0.1,1,0.5,0.01932372,0.0114288,16.89085847
2026,0.1,1,0.5,0.19849288,0.0137715,19.38381688
2026,0.1,1,0.5,0,0.00423691,16.30402605
2026,0.1,1,0.5,0.00444444,0.00354166,16.61315551
2026,0.1,1,0.5,0.00323625,0.00538214,17.13847272
2026,0.1,1,0.5,0.134677904,0.0203007,19.64114924
2026,0.1,1,0.5,0.264408,0.0165422,19.02116524
2026,0.1,1,0.5,0.00787401,0.00749319,17.89369639
2026,0.1,1,0.5,0.0167224,0.0043172,17.75771827
2026,0.1,1,0.5,0.00158479,0.010512,19.18726924
2026,0.1,1,0.5,0.0046083,0.00749086,17.73521456
2026,0.1,1,0.5,0.00110132,0.0148213,15.59543604
2026,0.1,1,0.5,0.00374532,0.00376681,17.82024623
2026,0.1,1,0.5,0.879510573,0.0392361,27.28598387
2026,0.1,1,0.5,0,0.000442311,16.66927941
2026,0.1,1,0.5,0,0.00991377,16.90754687
2026,0.1,1,0.5,0.00165563,0.0097528,20.0217091
2026,0.1,1,0.5,0.519793,0.00977222,19.39956595
2026,0.1,1,0.5,0.0025,0.0060824,16.85859921
2026,0.1,1,0.5,0,0.00701037,16.64804132
2026,0.1,1,0.5,0.00958467,0.00520988,17.64159271
2026,0.1,1,0.5,0.000897666,0.0179563,19.20532722
2026,0.1,1,0.5,0,0.0202112,17.94000612
2026,0.1,1,0.5,0,0.00802844,18.8507145
2026,0.1,1,0.5,0,0.0162275,15.90781937
2026,0.1,1,0.5,0,0.00656243,17.73781384
2026,0.1,1,0.5,0.748722,0.0192653,22.23991235
2026,0.1,1,0.5,0.01271187,0.00468229,16.35232586
2026,0.1,1,0.5,0.18599046,0.00604769,17.26952384
2026,0.1,1,0.5,0,0.0041369,17.99740578
2026,0.1,1,0.5,0.00179856,0.0090968,18.33672843
2026,0.1,1,0.5,0.0043384,0.00747479,16.5364684
2026,0.1,1,0.5,0.00134771,0.0124568,18.25630252
2026,0.1,1,0.5,0.3031743,0.0112608,17.18195489
2026,0.1,1,0.5,0,0.00343272,16.94303551
2026,0.1,1,0.5,0.00711744,0.00476354,16.2906622
2026,0.1,1,0.5,0,0.00815982,16.46916388
